"Data","Da Estrazione","A Estrazione","GAP","BetType","Profit"
"04-12-2024, 16:40:32","125374799","125374899","100","vicini dello zero","-100890.0"
"04-12-2024, 16:40:32","125401599","125401699","100","vicini dello zero","-100804.0"
"04-12-2024, 16:40:32","125431699","125431799","100","vicini dello zero","-100808.0"
"04-12-2024, 16:40:32","125465699","125465799","100","vicini dello zero","-100866.0"
"04-12-2024, 16:40:32","125495899","125495999","100","vicini dello zero","-100834.0"
"04-12-2024, 16:40:32","125497099","125497199","100","vicini dello zero","-100892.0"
"04-12-2024, 16:40:32","125498999","125499099","100","vicini dello zero","-100824.0"
"04-12-2024, 16:40:32","125535999","125536099","100","vicini dello zero","-100828.0"
"04-12-2024, 16:40:32","125556299","125556399","100","vicini dello zero","-100796.0"
"04-12-2024, 16:40:32","125577499","125577599","100","vicini dello zero","-100710.0"
"04-12-2024, 16:40:32","125606599","125606699","100","vicini dello zero","-100822.0"
"04-12-2024, 16:40:32","125612399","125612499","100","vicini dello zero","-100790.0"
"04-12-2024, 16:40:32","125619599","125619699","100","vicini dello zero","-100758.0"
"04-12-2024, 16:40:32","125624599","125624699","100","vicini dello zero","-100618.0"
"04-12-2024, 16:40:32","125633199","125633299","100","vicini dello zero","-100550.0"
"04-12-2024, 16:40:32","125677899","125677999","100","vicini dello zero","-100680.0"
"04-12-2024, 16:40:32","125691099","125691199","100","vicini dello zero","-100792.0"
"04-12-2024, 16:40:32","125715799","125715899","100","vicini dello zero","-100868.0"
"04-12-2024, 16:40:32","125738699","125738799","100","vicini dello zero","-100854.0"
"04-12-2024, 16:40:32","125819199","125819299","100","vicini dello zero","-100948.0"
"04-12-2024, 16:40:32","125853199","125853299","100","vicini dello zero","-101006.0"
"04-12-2024, 16:40:32","125865499","125865599","100","vicini dello zero","-100974.0"
"04-12-2024, 16:40:32","125891199","125891299","100","vicini dello zero","-100978.0"
"04-12-2024, 16:40:32","125992399","125992499","100","vicini dello zero","-100802.0"
"04-12-2024, 16:40:32","126019699","126019799","100","vicini dello zero","-101004.0"
"04-12-2024, 16:40:32","126045199","126045299","100","vicini dello zero","-100936.0"
"04-12-2024, 16:40:32","126065399","126065499","100","vicini dello zero","-100832.0"
"04-12-2024, 16:40:32","126094499","126094599","100","vicini dello zero","-100728.0"
"04-12-2024, 16:40:32","126155799","126155899","100","vicini dello zero","-100588.0"
"04-12-2024, 16:40:32","126159099","126159199","100","vicini dello zero","-100502.0"
"04-12-2024, 16:40:32","126265899","126265999","100","vicini dello zero","-100614.0"
"04-12-2024, 16:40:32","126322799","126322899","100","vicini dello zero","-100654.0"
"04-12-2024, 16:40:32","126331399","126331499","100","vicini dello zero","-100550.0"
"04-12-2024, 16:40:32","126388099","126388199","100","vicini dello zero","-100662.0"
"04-12-2024, 16:40:32","126388499","126388599","100","vicini dello zero","-100630.0"
"04-12-2024, 16:40:32","126432299","126432399","100","vicini dello zero","-100562.0"
"04-12-2024, 16:40:32","126555999","126556099","100","vicini dello zero","-100422.0"
"04-12-2024, 16:40:32","126591899","126591999","100","vicini dello zero","-100606.0"
"04-12-2024, 16:40:32","126595599","126595699","100","vicini dello zero","-100592.0"
"04-12-2024, 16:40:32","126596699","126596799","100","vicini dello zero","-100686.0"
"04-12-2024, 16:40:32","126692299","126692399","100","vicini dello zero","-100672.0"
"04-12-2024, 16:40:32","126724399","126724499","100","vicini dello zero","-100604.0"
"04-12-2024, 16:40:32","126752599","126752699","100","vicini dello zero","-100770.0"
"04-12-2024, 16:40:32","126814399","126814499","100","vicini dello zero","-100828.0"
"04-12-2024, 16:40:32","126825699","126825799","100","vicini dello zero","-100814.0"
"04-12-2024, 16:40:32","126904599","126904699","100","vicini dello zero","-100764.0"
"04-12-2024, 16:40:32","126969399","126969499","100","vicini dello zero","-100804.0"
"04-12-2024, 16:40:32","126989299","126989399","100","vicini dello zero","-100880.0"
"04-12-2024, 16:40:32","127002099","127002199","100","vicini dello zero","-100902.0"
"04-12-2024, 16:40:32","127011599","127011699","100","vicini dello zero","-100906.0"
"04-12-2024, 16:40:32","127058699","127058799","100","vicini dello zero","-100910.0"
"04-12-2024, 16:40:32","127099299","127099399","100","vicini dello zero","-101040.0"
"04-12-2024, 16:40:32","127252399","127252499","100","vicini dello zero","-101170.0"
"04-12-2024, 16:40:32","127294299","127294399","100","vicini dello zero","-101300.0"
"04-12-2024, 16:40:32","127341199","127341299","100","vicini dello zero","-101538.0"
"04-12-2024, 16:40:32","127355699","127355799","100","vicini dello zero","-101470.0"
"04-12-2024, 16:40:32","127403499","127403599","100","vicini dello zero","-101510.0"
"04-12-2024, 16:40:32","127436199","127436299","100","vicini dello zero","-101550.0"
"04-12-2024, 16:40:32","127515599","127515699","100","vicini dello zero","-101554.0"
"04-12-2024, 16:40:32","127627999","127628099","100","vicini dello zero","-101666.0"
"04-12-2024, 16:40:32","127628299","127628399","100","vicini dello zero","-101778.0"
"04-12-2024, 16:40:32","127629899","127629999","100","vicini dello zero","-101854.0"
"04-12-2024, 16:40:32","127677599","127677699","100","vicini dello zero","-101930.0"
"04-12-2024, 16:40:32","127681599","127681699","100","vicini dello zero","-101988.0"
"04-12-2024, 16:40:32","127691599","127691699","100","vicini dello zero","-101902.0"
"04-12-2024, 16:40:32","127705899","127705999","100","vicini dello zero","-101888.0"
"04-12-2024, 16:40:32","127743199","127743299","100","vicini dello zero","-101784.0"
"04-12-2024, 16:40:32","127758199","127758299","100","vicini dello zero","-101842.0"
"04-12-2024, 16:40:32","127761099","127761199","100","vicini dello zero","-101882.0"
"04-12-2024, 16:40:32","127929999","127930099","100","vicini dello zero","-101904.0"
"04-12-2024, 16:40:32","127931099","127931199","100","vicini dello zero","-102034.0"
"04-12-2024, 16:40:32","127933099","127933199","100","vicini dello zero","-101984.0"
"04-12-2024, 16:40:32","127936699","127936799","100","vicini dello zero","-102024.0"
"04-12-2024, 16:40:32","127961999","127962099","100","vicini dello zero","-101974.0"
"04-12-2024, 16:40:32","127994499","127994599","100","vicini dello zero","-102086.0"
"04-12-2024, 16:40:32","128038799","128038899","100","vicini dello zero","-102036.0"
"04-12-2024, 16:40:32","128071199","128071299","100","vicini dello zero","-102058.0"
"04-12-2024, 16:40:32","128154799","128154899","100","vicini dello zero","-102224.0"
"04-12-2024, 16:40:32","128162899","128162999","100","vicini dello zero","-102156.0"
"04-12-2024, 16:40:32","128200399","128200499","100","vicini dello zero","-102160.0"
"04-12-2024, 16:40:32","128201999","128202099","100","vicini dello zero","-102254.0"
"04-12-2024, 16:40:32","128202199","128202299","100","vicini dello zero","-102258.0"
"04-12-2024, 16:40:32","128211899","128211999","100","vicini dello zero","-102334.0"
"04-12-2024, 16:40:32","128212399","128212499","100","vicini dello zero","-102392.0"
"04-12-2024, 16:40:32","128242499","128242599","100","vicini dello zero","-102450.0"
"04-12-2024, 16:40:32","128256299","128256399","100","vicini dello zero","-102328.0"
"04-12-2024, 16:40:32","128274499","128274599","100","vicini dello zero","-102476.0"
"04-12-2024, 16:40:32","128296199","128296299","100","vicini dello zero","-102678.0"
"04-12-2024, 16:40:32","128297299","128297399","100","vicini dello zero","-102736.0"
"04-12-2024, 16:40:32","128303599","128303699","100","vicini dello zero","-102740.0"
"04-12-2024, 16:40:32","128312199","128312299","100","vicini dello zero","-102726.0"
"04-12-2024, 16:40:32","128369999","128370099","100","vicini dello zero","-102712.0"
"04-12-2024, 16:40:32","128410699","128410799","100","vicini dello zero","-102662.0"
"04-12-2024, 16:40:32","128419399","128419499","100","vicini dello zero","-102666.0"
"04-12-2024, 16:40:32","128447599","128447699","100","vicini dello zero","-102850.0"
"04-12-2024, 16:40:32","128480999","128481099","100","vicini dello zero","-102998.0"
"04-12-2024, 16:40:32","128610999","128611099","100","vicini dello zero","-103074.0"
"04-12-2024, 16:40:32","128639299","128639399","100","vicini dello zero","-102934.0"
"04-12-2024, 16:40:32","128700099","128700199","100","vicini dello zero","-103028.0"
"04-12-2024, 16:40:32","128712699","128712799","100","vicini dello zero","-103032.0"
"04-12-2024, 16:40:32","128719699","128719799","100","vicini dello zero","-103108.0"
"04-12-2024, 16:40:32","128771399","128771499","100","vicini dello zero","-103364.0"
"04-12-2024, 16:40:32","128781799","128781899","100","vicini dello zero","-103278.0"
"04-12-2024, 16:40:32","128860499","128860599","100","vicini dello zero","-103552.0"
"04-12-2024, 16:40:32","128861399","128861499","100","vicini dello zero","-103754.0"
"04-12-2024, 16:40:32","128871699","128871799","100","vicini dello zero","-103920.0"
"04-12-2024, 16:40:32","128886299","128886399","100","vicini dello zero","-103942.0"
"04-12-2024, 16:40:32","128894299","128894399","100","vicini dello zero","-104018.0"
"04-12-2024, 16:40:32","128918899","128918999","100","vicini dello zero","-104058.0"
"04-12-2024, 16:40:32","128942999","128943099","100","vicini dello zero","-103936.0"
"04-12-2024, 16:40:32","129014299","129014399","100","vicini dello zero","-103886.0"
"04-12-2024, 16:40:32","129050699","129050799","100","vicini dello zero","-104178.0"
"04-12-2024, 16:40:32","129117099","129117199","100","vicini dello zero","-104110.0"
"04-12-2024, 16:40:32","129133099","129133199","100","vicini dello zero","-104114.0"
"04-12-2024, 16:40:32","129196999","129197099","100","vicini dello zero","-104298.0"
"04-12-2024, 16:40:32","129390499","129390599","100","vicini dello zero","-104446.0"
"04-12-2024, 16:40:32","129405399","129405499","100","vicini dello zero","-104432.0"
"04-12-2024, 16:40:32","129425399","129425499","100","vicini dello zero","-104598.0"
"04-12-2024, 16:40:32","129433499","129433599","100","vicini dello zero","-104584.0"
"04-12-2024, 16:40:32","129449599","129449699","100","vicini dello zero","-104570.0"
"04-12-2024, 16:40:32","129479099","129479199","100","vicini dello zero","-104538.0"
"04-12-2024, 16:40:32","129483799","129483899","100","vicini dello zero","-104560.0"
"04-12-2024, 16:40:32","129514599","129514699","100","vicini dello zero","-104744.0"
"04-12-2024, 16:40:32","129573299","129573399","100","vicini dello zero","-104784.0"
"04-12-2024, 16:40:32","129632399","129632499","100","vicini dello zero","-104806.0"
"04-12-2024, 16:40:32","129655399","129655499","100","vicini dello zero","-104666.0"
"04-12-2024, 16:40:32","129670999","129671099","100","vicini dello zero","-104670.0"
"04-12-2024, 16:40:32","129703799","129703899","100","vicini dello zero","-104584.0"
"04-12-2024, 16:40:32","129721599","129721699","100","vicini dello zero","-104912.0"
"04-12-2024, 16:40:32","129766399","129766499","100","vicini dello zero","-104826.0"
"04-12-2024, 16:40:32","129797299","129797399","100","vicini dello zero","-104794.0"
"04-12-2024, 16:40:32","129869899","129869999","100","vicini dello zero","-104798.0"
"04-12-2024, 16:40:32","129912999","129913099","100","vicini dello zero","-104982.0"
"04-12-2024, 16:40:32","129922299","129922399","100","vicini dello zero","-105022.0"
"04-12-2024, 16:40:32","129973499","129973599","100","vicini dello zero","-105152.0"
"04-12-2024, 16:40:32","130006899","130006999","100","vicini dello zero","-105066.0"
"04-12-2024, 16:40:32","130016999","130017099","100","vicini dello zero","-105106.0"
"04-12-2024, 16:40:32","130038799","130038899","100","vicini dello zero","-105146.0"
"04-12-2024, 16:40:32","130070599","130070699","100","vicini dello zero","-105276.0"
"04-12-2024, 16:40:32","130157499","130157599","100","vicini dello zero","-105298.0"
"04-12-2024, 16:40:32","130290599","130290699","100","vicini dello zero","-105230.0"
"04-12-2024, 16:40:32","130306499","130306599","100","vicini dello zero","-105126.0"
"04-12-2024, 16:40:32","130308299","130308399","100","vicini dello zero","-105112.0"
"04-12-2024, 16:40:32","130455999","130456099","100","vicini dello zero","-105062.0"
"04-12-2024, 16:40:32","130465099","130465199","100","vicini dello zero","-105246.0"
"04-12-2024, 16:40:32","130549699","130549799","100","vicini dello zero","-105376.0"
"04-12-2024, 16:40:32","130641399","130641499","100","vicini dello zero","-105434.0"
"04-12-2024, 16:40:32","130672599","130672699","100","vicini dello zero","-105384.0"
"04-12-2024, 16:40:32","130731999","130732099","100","vicini dello zero","-105532.0"
"04-12-2024, 16:40:32","130752299","130752399","100","vicini dello zero","-105428.0"
"04-12-2024, 16:40:32","130759099","130759199","100","vicini dello zero","-105378.0"
"04-12-2024, 16:40:32","130772099","130772199","100","vicini dello zero","-105202.0"
"04-12-2024, 16:40:32","130803699","130803799","100","vicini dello zero","-105224.0"
"04-12-2024, 16:40:32","130824099","130824199","100","vicini dello zero","-105246.0"
"04-12-2024, 16:40:32","130844399","130844499","100","vicini dello zero","-105268.0"
"04-12-2024, 16:40:32","130849699","130849799","100","vicini dello zero","-105272.0"
"04-12-2024, 16:40:32","130897299","130897399","100","vicini dello zero","-105348.0"
"04-12-2024, 16:40:32","130902399","130902499","100","vicini dello zero","-105334.0"
"04-12-2024, 16:40:32","130915999","130916099","100","vicini dello zero","-105392.0"
"04-12-2024, 16:40:32","130958999","130959099","100","vicini dello zero","-105432.0"
"04-12-2024, 16:40:32","130959499","130959599","100","vicini dello zero","-105436.0"
"04-12-2024, 16:40:32","130959899","130959999","100","vicini dello zero","-105548.0"
"04-12-2024, 16:40:32","131008099","131008199","100","vicini dello zero","-105552.0"
"04-12-2024, 16:40:32","131022699","131022799","100","vicini dello zero","-105682.0"
"04-12-2024, 16:40:32","131072599","131072699","100","vicini dello zero","-105686.0"
"04-12-2024, 16:40:32","131099099","131099199","100","vicini dello zero","-105690.0"
"04-12-2024, 16:40:32","131107099","131107199","100","vicini dello zero","-105496.0"
"04-12-2024, 16:40:32","131142099","131142199","100","vicini dello zero","-105500.0"
"04-12-2024, 16:40:32","131197099","131197199","100","vicini dello zero","-105702.0"
"04-12-2024, 16:40:32","131259699","131259799","100","vicini dello zero","-105706.0"
"04-12-2024, 16:40:32","131280899","131280999","100","vicini dello zero","-105728.0"
"04-12-2024, 16:40:32","131289499","131289599","100","vicini dello zero","-105750.0"
"04-12-2024, 16:40:32","131416199","131416299","100","vicini dello zero","-105970.0"
"04-12-2024, 16:40:32","131420199","131420299","100","vicini dello zero","-106100.0"
"04-12-2024, 16:40:32","131425999","131426099","100","vicini dello zero","-106068.0"
"04-12-2024, 16:40:32","131459799","131459899","100","vicini dello zero","-105964.0"
"04-12-2024, 16:40:32","131469899","131469999","100","vicini dello zero","-106022.0"
"04-12-2024, 16:40:32","131482999","131483099","100","vicini dello zero","-106242.0"
"04-12-2024, 16:40:32","131485799","131485899","100","vicini dello zero","-106390.0"
"04-12-2024, 16:40:32","131497399","131497499","100","vicini dello zero","-106268.0"
"04-12-2024, 16:40:32","131631399","131631499","100","vicini dello zero","-106218.0"
"04-12-2024, 16:40:32","131641799","131641899","100","vicini dello zero","-106384.0"
"04-12-2024, 16:40:32","131650899","131650999","100","vicini dello zero","-106460.0"
"04-12-2024, 16:40:32","131670299","131670399","100","vicini dello zero","-106464.0"
"04-12-2024, 16:40:32","131690799","131690899","100","vicini dello zero","-106576.0"
"04-12-2024, 16:40:32","131692799","131692899","100","vicini dello zero","-106688.0"
"04-12-2024, 16:40:32","131717899","131717999","100","vicini dello zero","-106656.0"
"04-12-2024, 16:40:32","131728999","131729099","100","vicini dello zero","-106642.0"
"04-12-2024, 16:40:32","131790999","131791099","100","vicini dello zero","-106556.0"
"04-12-2024, 16:40:32","131858399","131858499","100","vicini dello zero","-106488.0"
"04-12-2024, 16:40:32","131861999","131862099","100","vicini dello zero","-106600.0"
"04-12-2024, 16:40:32","131865199","131865299","100","vicini dello zero","-106658.0"
"04-12-2024, 16:40:32","131950599","131950699","100","vicini dello zero","-106698.0"
"04-12-2024, 16:40:32","132066899","132066999","100","vicini dello zero","-106774.0"
"04-12-2024, 16:40:32","132082399","132082499","100","vicini dello zero","-106742.0"
"04-12-2024, 16:40:32","132103599","132103699","100","vicini dello zero","-106764.0"
"04-12-2024, 16:40:32","132119299","132119399","100","vicini dello zero","-106930.0"
"04-12-2024, 16:40:32","132126299","132126399","100","vicini dello zero","-107024.0"
"04-12-2024, 16:40:32","132129399","132129499","100","vicini dello zero","-107280.0"
"04-12-2024, 16:40:32","132131299","132131399","100","vicini dello zero","-107158.0"
"04-12-2024, 16:40:32","132134499","132134599","100","vicini dello zero","-107180.0"
"04-12-2024, 16:40:32","132139299","132139399","100","vicini dello zero","-107346.0"
"04-12-2024, 16:40:32","132189399","132189499","100","vicini dello zero","-107566.0"
"04-12-2024, 16:40:32","132354899","132354999","100","vicini dello zero","-107570.0"
"04-12-2024, 16:40:32","132359899","132359999","100","vicini dello zero","-107718.0"
"04-12-2024, 16:40:32","132405499","132405599","100","vicini dello zero","-107668.0"
"04-12-2024, 16:40:32","132410499","132410599","100","vicini dello zero","-107798.0"
"04-12-2024, 16:40:32","132430699","132430799","100","vicini dello zero","-107766.0"
"04-12-2024, 16:40:32","132466899","132466999","100","vicini dello zero","-107914.0"
"04-12-2024, 16:40:32","132507299","132507399","100","vicini dello zero","-108044.0"
"04-12-2024, 16:40:32","132507799","132507899","100","vicini dello zero","-108048.0"
"04-12-2024, 16:40:32","132518399","132518499","100","vicini dello zero","-108088.0"
"04-12-2024, 16:40:32","132537299","132537399","100","vicini dello zero","-108326.0"
"04-12-2024, 16:40:32","132539499","132539599","100","vicini dello zero","-108456.0"
"04-12-2024, 16:40:32","132539899","132539999","100","vicini dello zero","-108442.0"
"04-12-2024, 16:40:32","132540699","132540799","100","vicini dello zero","-108536.0"
"04-12-2024, 16:40:32","132564499","132564599","100","vicini dello zero","-108558.0"
"04-12-2024, 16:40:32","132602699","132602799","100","vicini dello zero","-108598.0"
"04-12-2024, 16:40:32","132603199","132603299","100","vicini dello zero","-108620.0"
"04-12-2024, 16:40:32","132653599","132653699","100","vicini dello zero","-108768.0"
"04-12-2024, 16:40:32","132660499","132660599","100","vicini dello zero","-108664.0"
"04-12-2024, 16:40:32","132710099","132710199","100","vicini dello zero","-108614.0"
"04-12-2024, 16:40:32","132726199","132726299","100","vicini dello zero","-108636.0"
"04-12-2024, 16:40:32","132757699","132757799","100","vicini dello zero","-108622.0"
"04-12-2024, 16:40:32","132761299","132761399","100","vicini dello zero","-108698.0"
"04-12-2024, 16:40:32","132843399","132843499","100","vicini dello zero","-108720.0"
"04-12-2024, 16:40:32","132871099","132871199","100","vicini dello zero","-108526.0"
"04-12-2024, 16:40:32","132873599","132873699","100","vicini dello zero","-108476.0"
"04-12-2024, 16:40:32","132884099","132884199","100","vicini dello zero","-108516.0"
"04-12-2024, 16:40:32","132914399","132914499","100","vicini dello zero","-108538.0"
"04-12-2024, 16:40:32","132937599","132937699","100","vicini dello zero","-108596.0"
"04-12-2024, 16:40:32","132958899","132958999","100","vicini dello zero","-108654.0"
"04-12-2024, 16:40:32","133036099","133036199","100","vicini dello zero","-108568.0"
"04-12-2024, 16:40:32","133047399","133047499","100","vicini dello zero","-108590.0"
"04-12-2024, 16:40:32","133081699","133081799","100","vicini dello zero","-108630.0"
"04-12-2024, 16:40:32","133114999","133115099","100","vicini dello zero","-108904.0"
"04-12-2024, 16:40:32","133127399","133127499","100","vicini dello zero","-108944.0"
"04-12-2024, 16:40:32","133217199","133217299","100","vicini dello zero","-108894.0"
"04-12-2024, 16:40:32","133253799","133253899","100","vicini dello zero","-108916.0"
"04-12-2024, 16:40:32","133271499","133271599","100","vicini dello zero","-109046.0"
"04-12-2024, 16:40:32","133291599","133291699","100","vicini dello zero","-109014.0"
"04-12-2024, 16:40:32","133324499","133324599","100","vicini dello zero","-109054.0"
"04-12-2024, 16:40:32","133338099","133338199","100","vicini dello zero","-109094.0"
"04-12-2024, 16:40:32","133347299","133347399","100","vicini dello zero","-109134.0"
"04-12-2024, 16:40:32","133359699","133359799","100","vicini dello zero","-109246.0"
"04-12-2024, 16:40:32","133396899","133396999","100","vicini dello zero","-109142.0"
"04-12-2024, 16:40:32","133477899","133477999","100","vicini dello zero","-109164.0"
"04-12-2024, 16:40:32","133505299","133505399","100","vicini dello zero","-109204.0"
"04-12-2024, 16:40:32","133515199","133515299","100","vicini dello zero","-109136.0"
"04-12-2024, 16:40:32","133548999","133549099","100","vicini dello zero","-108870.0"
"04-12-2024, 16:40:32","133619899","133619999","100","vicini dello zero","-108856.0"
"04-12-2024, 16:40:32","133634999","133635099","100","vicini dello zero","-108842.0"
"04-12-2024, 16:40:32","133647099","133647199","100","vicini dello zero","-108846.0"
"04-12-2024, 16:40:32","133682299","133682399","100","vicini dello zero","-108904.0"
"04-12-2024, 16:40:32","133856599","133856699","100","vicini dello zero","-108854.0"
"04-12-2024, 16:40:32","133942499","133942599","100","vicini dello zero","-109056.0"
"04-12-2024, 16:40:32","133959099","133959199","100","vicini dello zero","-109060.0"
"04-12-2024, 16:40:32","133960799","133960899","100","vicini dello zero","-109244.0"
"04-12-2024, 16:40:32","133976799","133976899","100","vicini dello zero","-109194.0"
"04-12-2024, 16:40:32","133980999","133981099","100","vicini dello zero","-109162.0"
"04-12-2024, 16:40:32","133993999","133994099","100","vicini dello zero","-109040.0"
"04-12-2024, 16:40:32","134004499","134004599","100","vicini dello zero","-109026.0"
"04-12-2024, 16:40:32","134070999","134071099","100","vicini dello zero","-108976.0"
"04-12-2024, 16:40:32","134085199","134085299","100","vicini dello zero","-108872.0"
"04-12-2024, 16:40:32","134091299","134091399","100","vicini dello zero","-109002.0"
"04-12-2024, 16:40:32","134116899","134116999","100","vicini dello zero","-109132.0"
"04-12-2024, 16:40:32","134133099","134133199","100","vicini dello zero","-109082.0"
"04-12-2024, 16:40:32","134171799","134171899","100","vicini dello zero","-109086.0"
"04-12-2024, 16:40:32","134173399","134173499","100","vicini dello zero","-109144.0"
"04-12-2024, 16:40:32","134181799","134181899","100","vicini dello zero","-109076.0"
"04-12-2024, 16:40:32","134181999","134182099","100","vicini dello zero","-109080.0"
"04-12-2024, 16:40:32","134209899","134209999","100","vicini dello zero","-109048.0"
"04-12-2024, 16:40:32","134254899","134254999","100","vicini dello zero","-109034.0"
"04-12-2024, 16:40:32","134335299","134335399","100","vicini dello zero","-109002.0"
"04-12-2024, 16:40:32","134402999","134403099","100","vicini dello zero","-108970.0"
"04-12-2024, 16:40:32","134430499","134430599","100","vicini dello zero","-108884.0"
"04-12-2024, 16:40:32","134448499","134448599","100","vicini dello zero","-108996.0"
"04-12-2024, 16:40:32","134454899","134454999","100","vicini dello zero","-108964.0"
"04-12-2024, 16:40:32","134515999","134516099","100","vicini dello zero","-109094.0"
"04-12-2024, 16:40:32","134656699","134656799","100","vicini dello zero","-109008.0"
"04-12-2024, 16:40:32","134694699","134694799","100","vicini dello zero","-109048.0"
"04-12-2024, 16:40:32","134707599","134707699","100","vicini dello zero","-108998.0"
"04-12-2024, 16:40:32","134732899","134732999","100","vicini dello zero","-109164.0"
"04-12-2024, 16:40:32","134734999","134735099","100","vicini dello zero","-109186.0"
"04-12-2024, 16:40:32","134755099","134755199","100","vicini dello zero","-109352.0"
"04-12-2024, 16:40:32","134798699","134798799","100","vicini dello zero","-109464.0"
"04-12-2024, 16:40:32","134907199","134907299","100","vicini dello zero","-109306.0"
"04-12-2024, 16:40:32","134932399","134932499","100","vicini dello zero","-109274.0"
"04-12-2024, 16:40:32","134939999","134940099","100","vicini dello zero","-109296.0"
"04-12-2024, 16:40:32","134957099","134957199","100","vicini dello zero","-109192.0"
"04-12-2024, 16:40:32","135039899","135039999","100","vicini dello zero","-109196.0"
"04-12-2024, 16:40:32","135053999","135054099","100","vicini dello zero","-109164.0"
"04-12-2024, 16:40:32","135063499","135063599","100","vicini dello zero","-109258.0"
"04-12-2024, 16:40:32","135069499","135069599","100","vicini dello zero","-109334.0"
"04-12-2024, 16:40:32","135084699","135084799","100","vicini dello zero","-109374.0"
"04-12-2024, 16:40:32","135109899","135109999","100","vicini dello zero","-109360.0"
"04-12-2024, 16:40:32","135125099","135125199","100","vicini dello zero","-109472.0"
"04-12-2024, 16:40:32","135125399","135125499","100","vicini dello zero","-109512.0"
"04-12-2024, 16:40:32","135233099","135233199","100","vicini dello zero","-109552.0"
"04-12-2024, 16:40:32","135244399","135244499","100","vicini dello zero","-109682.0"
"04-12-2024, 16:40:32","135321799","135321899","100","vicini dello zero","-109722.0"
"04-12-2024, 16:40:32","135354699","135354799","100","vicini dello zero","-109906.0"
"04-12-2024, 16:40:32","135413399","135413499","100","vicini dello zero","-110072.0"
"04-12-2024, 16:40:32","135431199","135431299","100","vicini dello zero","-110094.0"
"04-12-2024, 16:40:32","135450899","135450999","100","vicini dello zero","-110080.0"
"04-12-2024, 16:40:32","135455999","135456099","100","vicini dello zero","-110084.0"
"04-12-2024, 16:40:32","135463499","135463599","100","vicini dello zero","-110232.0"
"04-12-2024, 16:40:32","135469099","135469199","100","vicini dello zero","-110362.0"
"04-12-2024, 16:40:32","135475099","135475199","100","vicini dello zero","-110276.0"
"04-12-2024, 16:40:32","135511199","135511299","100","vicini dello zero","-110388.0"
"04-12-2024, 16:40:32","135527499","135527599","100","vicini dello zero","-110338.0"
"04-12-2024, 16:40:32","135530499","135530599","100","vicini dello zero","-110360.0"
"04-12-2024, 16:40:32","135548499","135548599","100","vicini dello zero","-110310.0"
"04-12-2024, 16:40:32","135552799","135552899","100","vicini dello zero","-110404.0"
"04-12-2024, 16:40:32","135559799","135559899","100","vicini dello zero","-110444.0"
"04-12-2024, 16:40:32","135567099","135567199","100","vicini dello zero","-110538.0"
"04-12-2024, 16:40:32","135589799","135589899","100","vicini dello zero","-110650.0"
"04-12-2024, 16:40:32","135591799","135591899","100","vicini dello zero","-110780.0"
"04-12-2024, 16:40:32","135620299","135620399","100","vicini dello zero","-110766.0"
"04-12-2024, 16:40:32","135631399","135631499","100","vicini dello zero","-110914.0"
"04-12-2024, 16:40:32","135642999","135643099","100","vicini dello zero","-110792.0"
"04-12-2024, 16:40:32","135683499","135683599","100","vicini dello zero","-110850.0"
"04-12-2024, 16:40:32","135700399","135700499","100","vicini dello zero","-111016.0"
"04-12-2024, 16:40:32","135832299","135832399","100","vicini dello zero","-110948.0"
"04-12-2024, 16:40:32","135862699","135862799","100","vicini dello zero","-110916.0"
"04-12-2024, 16:40:32","135870499","135870599","100","vicini dello zero","-111154.0"
"04-12-2024, 16:40:32","135929199","135929299","100","vicini dello zero","-111176.0"
"04-12-2024, 16:40:32","136034799","136034899","100","vicini dello zero","-111270.0"
"04-12-2024, 16:40:32","136040199","136040299","100","vicini dello zero","-111436.0"
"04-12-2024, 16:40:32","136081699","136081799","100","vicini dello zero","-111530.0"
"04-12-2024, 16:40:32","136128299","136128399","100","vicini dello zero","-111606.0"
"04-12-2024, 16:40:32","136157399","136157499","100","vicini dello zero","-111502.0"
"04-12-2024, 16:40:32","136191299","136191399","100","vicini dello zero","-111704.0"
"04-12-2024, 16:40:32","136263799","136263899","100","vicini dello zero","-111708.0"
"04-12-2024, 16:40:32","136283299","136283399","100","vicini dello zero","-111856.0"
"04-12-2024, 16:40:32","136327699","136327799","100","vicini dello zero","-111896.0"
"04-12-2024, 16:40:32","136482299","136482399","100","vicini dello zero","-111864.0"
"04-12-2024, 16:40:32","136522799","136522899","100","vicini dello zero","-111814.0"
"04-12-2024, 16:40:32","136524099","136524199","100","vicini dello zero","-111962.0"
"04-12-2024, 16:40:32","136526499","136526599","100","vicini dello zero","-112038.0"
"04-12-2024, 16:40:32","136723499","136723599","100","vicini dello zero","-112114.0"
"04-12-2024, 16:40:32","136724699","136724799","100","vicini dello zero","-112154.0"
"04-12-2024, 16:40:32","136765899","136765999","100","vicini dello zero","-112266.0"
"04-12-2024, 16:40:32","136770699","136770799","100","vicini dello zero","-112396.0"
"04-12-2024, 16:40:32","136771799","136771899","100","vicini dello zero","-112364.0"
"04-12-2024, 16:40:32","136785299","136785399","100","vicini dello zero","-112368.0"
"04-12-2024, 16:40:32","136799899","136799999","100","vicini dello zero","-112318.0"
"04-12-2024, 16:40:32","136901199","136901299","100","vicini dello zero","-112322.0"
"04-12-2024, 16:40:32","137022699","137022799","100","vicini dello zero","-112506.0"
