Flop,Hand,Weight IP,Matchups,IP Equity,IP EV,IP EQR,BET 1101 freq,BET 1101 EV,BET 875 freq,BET 875 EV,BET 438 freq,BET 438 EV,CHECK freq,CHECK EV
Tc 8c 5d,Ad3d,0.155000001,27301.3848,27.5429845,349.790161,72.57023726,0,348.449219,56.647553788,350.59613,31.341325625,348.372681,12.011120586,349.686127
Tc 8c 5d,Ad4d,1,175247125,29.0006965,353.363586,69.626620569,1.5916454983,351.153412,59.403458065,354.227142,28.073031637,351.889069,10.9318648,352.776978
Tc 8c 5d,Ad6d,0.395000011,68009.7656,30.3968579,373.960571,70.300606582,0.96537186538,373.823578,41.943212993,374.204254,41.936127366,373.747681,15.155287776,373.882385
Tc 8c 5d,Ad7d,625,107419562,32.3311031,409.070923,72.30029004,0.11957622675,408.991974,42.959906799,409.683624,43.34991363,408.414825,13.570603345,409.225739
Tc 8c 5d,Ad8d,1,173238562,63.8640523,1019.30121,91.202767959,0.65660889177,1018.91901,35.368783044,1019.89673,38.619379618,1018.77393,25.355228446,1019.28186
Tc 8c 5d,Ad9d,1,170474984,34.8776877,430.734985,70.570698167,0.44112016394,430.512268,50.814088586,431.489563,35.812228412,429.683502,12.932562839,430.687714
Tc 8c 5d,AdTd,1,171309.75,73.9677072,1421.96216,109.85196601,1.1429826557,1420.97253,63.806389865,1422.49902,31.041262468,1420.89172,4.0093650114,1421.9635
Tc 8c 5d,AdJd,1,174161438,38.2715762,467.018829,69.730052635,2.2152011117,465.58844,39.305114665,467.651245,18.312653088,466.547943,40.167031135,466.692963
Tc 8c 5d,AdQd,1,172750797,40.2791321,450.821411,63.956749172,0.24280745439,450.637329,30.713508358,451.317169,16.404120827,450.536163,52.639563361,450.621613
Tc 8c 5d,AdKd,1,172554531,41.2247121,463.805542,64.289530426,0.058988936687,463.731842,33.298126855,464.312714,29.541739582,463.26413,37.101144625,463.780975
Tc 8c 5d,AdTh,0.0549999997,9370.21973,72.6893663,1284.88428,101.00784007,2.2941772516,1283.43384,31.702517647,1285.18567,1.5171026638,1284.91797,64.486202438,1284.78638
Tc 8c 5d,AdJh,0.720000029,124411867,35.059008,353.903259,57.682873889,0.091718220623,353.726379,55.08138736,354.534271,42.086362928,353.078644,2.740531491,353.88092
Tc 8c 5d,AdQh,1,171347609,37.1663511,324.086609,49.827960647,0.90081718119,323.291138,42.097086507,324.634644,35.994801523,323.474609,21.007294789,324.070312
Tc 8c 5d,AdKh,1,172516875,38.2529378,339.132385,50.660144143,0.80214677963,338.478638,30.992016236,339.618256,22.048367055,338.723358,46.15746993,339.012543
Tc 8c 5d,AdTs,0.0549999997,9370.22168,72.6893365,1284.88428,101.00788148,2.2936540715,1283.43384,31.703041872,1285.18542,1.5168393156,1284.91797,64.486464741,1284.78638
Tc 8c 5d,AdJs,0.720000029,124411867,35.059014,353.903259,57.682864017,0.091610544194,353.726349,55.081412254,354.534271,42.086401216,353.078644,2.7405759861,353.88089
Tc 8c 5d,AdQs,1,171347641,37.1663481,324.086639,49.827969281,0.90059265062,323.291168,42.09715856,324.634705,35.99490266,323.474579,21.00734613,324.070312
Tc 8c 5d,AdKs,1,172516875,38.2529348,339.132355,50.660143635,0.8022609692,338.478638,30.99197741,339.618225,22.048343337,338.723358,46.157418284,339.012543
Tc 8c 5d,4h4c,0.00499999989,892.657227,40.7675594,513.032166,71.91042143,0,460.557617,0,464.418457,0,499.239899,100,513.032166
Tc 8c 5d,4h4d,0.00499999989,898.302612,37.7038777,430.401093,65.230288426,0,369.553894,0,381.557281,0,404.421783,100,430.401093
Tc 8c 5d,5h5c,0.0649999976,11701.7129,86.9441092,2814.69458,184.99205037,0,2794.7627,100,2814.69287,0,2808.92896,0,2758.3916
Tc 8c 5d,5h4h,0.414999992,74239875,45.6034958,558.045166,69.925111311,0,548.386475,22.842638218,558.338623,10.788093548,557.843933,66.369268234,557.976685
Tc 8c 5d,6h6c,0.504999995,89082.8047,50.6720483,601.922852,67.878826092,0.06317673635,601.914368,5.7385221006,601.93219,19.923815391,601.888184,74.274485772,601.931274
Tc 8c 5d,6h6d,0.504999995,89313.6641,48.0588466,534.570679,63.561442074,0.13148768196,534.581787,19.040629944,534.855957,39.373552056,534.32373,41.454330318,534.673584
Tc 8c 5d,6h5h,0.300000012,53185.8711,48.3622313,582.836853,68.865646049,0.024896421391,582.828613,10.97580107,582.954224,27.266747763,582.550659,61.732554746,582.942139
Tc 8c 5d,7h7c,0.894999981,159192516,56.8850517,700.488708,70.366335224,0.10692077027,700.434753,15.432774204,700.758972,36.762280604,700.247375,47.698024422,700.586731
Tc 8c 5d,7h7d,0.894999981,158325141,54.4073045,625.953247,65.742563981,0,608.00354,0,621.834534,39.785604537,625.654419,60.214395463,626.150391
Tc 8c 5d,7h6h,0.294999987,51864.5,38.073194,961.329956,144.28298383,0.31432663433,961.136902,39.12115227,961.630615,31.137338603,961.00177,29.427182493,961.278259
Tc 8c 5d,8h8d,1,178681859,89.5652115,3128.97656,199.62958561,0.44402725183,3128.27661,54.897146132,3129.93457,38.451563664,3127.63623,6.2072629519,3128.83325
Tc 8c 5d,8h7h,0.0949999988,16821.3262,59.9056542,863.674927,82.384298495,1.4980731288,862.898132,60.148796378,864.246948,30.418578243,862.609924,7.9345522502,863.561218
Tc 8c 5d,9h9c,1,173079953,66.5479243,968.855713,83.192953323,0.32827838366,968.612183,28.281022586,969.464172,44.476005619,968.396179,26.914693412,968.976624
Tc 8c 5d,9h9d,1,171040453,64.0326202,840.398376,74.997343843,0,840.132751,5.8808689185,840.461975,35.431386797,840.138489,58.687744284,840.548401
Tc 8c 5d,ThTd,1,173337344,91.5467322,3396.20654,211.98893776,0.15524480936,3395.92358,37.343573842,3397.44922,47.082373686,3395.1709,15.418807662,3396.3479
Tc 8c 5d,Th8h,0.0850000009,14943.1279,80.7475448,2067.55542,146.31531435,14.465430257,2060.2561,66.376633656,2069.1228,0,2054.71338,19.157936087,2067.63135
Tc 8c 5d,Th9h,1,172308281,67.9048836,992.198669,83.494829524,0.39545082472,991.872253,36.896260477,992.80365,36.344816078,991.611938,26.363472621,992.163513
Tc 8c 5d,JhJc,1,178308016,75.5390704,1568.88989,118.68143251,0.97344890154,1568.15442,83.798653799,1568.99561,15.227897299,1568.34937,0,1542.5592
Tc 8c 5d,JhJd,1,176781125,72.9357839,1368.0957,107.18592845,2.2522376637,1366.1438,69.228441218,1368.44275,25.099272601,1367.31653,3.4200485173,1368.04858
Tc 8c 5d,Jh8h,0.129999995,23017.4277,62.2405767,919.305359,84.401105493,1.3977505756,917.860291,45.476905829,919.874207,15.947322964,918.955933,37.178020631,918.812622
Tc 8c 5d,Jh9h,0.814999998,141824922,42.6798701,1038.43066,139.03251045,0.30449898937,1038.25525,39.216441025,1038.81494,34.789255819,1038.02368,25.689804166,1038.39514
Tc 8c 5d,JhTh,1,175852062,69.7333694,1080.93469,88.576956919,0.22963346914,1080.75024,26.88040582,1081.46948,36.312322343,1080.4502,36.577638368,1081.02246
Tc 8c 5d,QhJc,0.0250000004,4414.81396,37.4215871,880.607056,134.46891781,1.2228671621,879.646545,98.777132838,880.618469,0,877.399231,0,857.02063
Tc 8c 5d,QhQc,1,175216172,76.2764454,1604.3186,120.18828105,1.9407193551,1602.80164,79.779703791,1604.4856,18.279576854,1603.74536,0,1596.3678
Tc 8c 5d,QhJd,0.0250000004,4376.76953,34.1396749,718.215149,120.21457667,0,706.86145,0,713.481262,0,711.055908,100,718.215149
Tc 8c 5d,QhQd,1,173483672,73.5208809,1403.91028,109.11654429,3.3607592304,1401.25391,59.744521293,1404.50793,28.4914957,1403.02185,8.4032237761,1403.72607
Tc 8c 5d,Qh9h,375,64370875,32.1122497,642.498108,114.33075522,0,628.536194,0,639.518616,19.999628031,642.265137,80.000371969,642.556152
Tc 8c 5d,QhTh,1,174662297,70.3577995,1111.21326,90.249980845,0.59952736588,1110.74597,31.852752682,1111.74158,29.124480373,1110.6626,38.423239579,1111.19885
Tc 8c 5d,QhJh,1,176247656,34.0966731,690.440491,115.71141333,0.40689740119,690.142639,46.939727538,690.998047,32.203929802,689.758179,20.449445259,690.239075
Tc 8c 5d,QhJs,0.0250000004,4376.77197,33.9897424,693.247742,116.54738721,0,691.819946,28.593810007,693.483826,22.272681912,692.175415,49.133508081,693.595886
Tc 8c 5d,KhJc,0.219999999,39203.2734,29.8919111,491.594025,93.975547595,0.80191094165,490.602753,73.118083317,491.720642,14.341419298,491.289917,11.738586444,491.24176
Tc 8c 5d,KhQc,0.764999986,135579469,30.8485985,458.695648,84.967165966,1.3573502652,457.661011,73.791140253,458.859436,16.146364871,458.123688,8.7051446108,458.527039
Tc 8c 5d,KhKc,1,177721875,76.3356209,1582.27991,118.44535197,1.0713780998,1581.21582,58.624243384,1582.96362,34.897334823,1581.17383,5.407043694,1582.19641
Tc 8c 5d,KhJd,0.219999999,38867.5664,26.3324469,392.043304,85.075551844,0,391.234802,61.887875777,392.701019,38.112124223,390.974548,0,390.389587
Tc 8c 5d,KhQd,0.764999986,134254172,27.2759795,353.559265,74.070251341,0,352.727142,58.83547611,353.864716,37.823965414,353.084198,3.3405584755,353.55246
Tc 8c 5d,KhKd,1,176534281,73.6496985,1431.27454,111.04881383,3.0505253268,1428.35437,63.882991896,1431.79822,23.613525306,1430.34814,9.4529574711,1430.98145
Tc 8c 5d,Kh6h,0.119999997,21078.2246,20.4118371,303.254181,84.895887901,0,300.749023,49.898066488,303.771729,49.426732493,302.726562,0.67520101862,303.601379
Tc 8c 5d,Kh8h,0.0500000007,8844.09082,61.001581,881.523438,82.576167798,0,860.10968,0,874.109924,8.9422515283,881.398193,91.057748472,881.535767
Tc 8c 5d,Kh9h,1,173961359,24.1147757,349.336304,82.779432671,0.36066298065,349.018036,53.327746883,350.021118,40.573891427,348.441376,5.7376987094,349.315216
Tc 8c 5d,KhTh,1,175573625,70.5696404,1168.59485,94.625462441,0.2888374098,1168.34619,31.650640979,1169.26086,39.352830129,1168.00964,28.707691482,1168.66321
Tc 8c 5d,KhJh,1,176829734,26.2093723,369.057007,80.463475383,3.4999937019,366.068329,56.691016122,369.751923,26.190903696,368.166168,13.61808648,368.643829
Tc 8c 5d,KhQh,1,175984531,27.1939516,332.96991,69.967220211,2.1251934944,331.54361,64.987765316,333.331757,24.29781473,332.183838,8.5892264594,332.806213
Tc 8c 5d,KhJs,0.219999999,38867.6094,26.1874467,368.857025,80.487206436,0,365.826141,34.778992767,369.019714,30.143791686,368.302032,35.077215548,369.172241
Tc 8c 5d,KhQs,0.764999986,134254172,27.1311164,329.220184,69.33950548,0.44844188049,328.042297,51.72227842,329.63385,21.198131824,328.655304,26.631147876,328.885681
Tc 8c 5d,AhJc,0.720000029,124581.57,38.4873569,446.045502,66.225161853,0.97709555593,445.245087,64.657527093,446.326447,20.876409899,445.302856,13.488967451,445.904236
Tc 8c 5d,AhQc,1,171793672,40.61988,430.27951,60.530460876,1.0099812111,429.514008,58.227840573,430.648956,24.385949983,429.54422,16.376228233,430.10672
Tc 8c 5d,AhKc,1,172636094,41.8173671,455.933807,62.302727806,0.4472634619,455.628265,49.902165232,456.433228,35.527025744,455.238098,14.123545563,455.926147
Tc 8c 5d,AhAc,1,167238375,79.0143967,1714.1261,123.9648304,0.49069680074,1713.56079,55.052898185,1714.98657,36.551226427,1712.86633,7.9051785871,1713.97961
Tc 8c 5d,AhTd,0.0549999997,9299.34961,72.498554,1300.85498,102.53248677,0,1293.37378,86.070733827,1300.95398,1.8267850096,1301.7301,12.102481164,1300.01184
Tc 8c 5d,AhJd,0.720000029,123485023,35.1273477,350.217743,56.971117285,0.10543056187,350.091125,69.290206296,350.634888,30.373572526,349.265778,0.23079061661,350.204926
Tc 8c 5d,AhQd,1,170061172,37.2399211,326.268097,50.064260896,1.1590377048,325.365723,54.580405335,326.835876,38.037020515,325.477386,6.223536445,326.286194
Tc 8c 5d,AhKd,1,171448062,38.3079648,336.467072,50.189797158,0.64410932847,335.986725,35.880674937,337.125336,32.888404198,335.920624,30.586811536,336.291931
Tc 8c 5d,AhAd,1,167070922,75.3793299,1504.33118,114.0389306,1.8744089001,1502.44116,66.905282223,1504.67908,20.695397356,1503.48621,10.524911521,1504.10876
Tc 8c 5d,Ah3h,0.155000001,27101.7285,24.0887746,237.092438,56.242542592,0,233.539108,94.340839872,237.12764,3.0804852139,236.198532,2.5786749141,236.866882
Tc 8c 5d,Ah4h,1,172831812,25.6841898,236.609985,52.641608229,2.0419884559,234.8022,53.302000314,236.8694,33.391874457,236.290451,11.264136773,236.656235
Tc 8c 5d,Ah5h,1,173464922,49.0453899,557.85968,64.996314771,0.69445197424,557.407593,28.675139831,558.302185,30.136276101,557.505432,40.494132094,557.817139
Tc 8c 5d,Ah6h,0.395000011,67110.2031,26.9879192,250.171036,52.969951724,0,249.45932,76.518357953,250.345734,9.6561051178,249.49382,13.825536929,249.675964
Tc 8c 5d,Ah7h,625,106614.57,28.9599419,292.779297,57.770300785,0.074434505899,292.715759,71.694301275,293.132416,22.986356586,291.687378,5.2449076337,292.734467
Tc 8c 5d,Ah8h,1,171952016,61.5329981,846.259033,78.588173048,0.58829092477,845.880188,29.094880232,846.866516,33.608004528,845.804504,36.708824316,846.198669
Tc 8c 5d,Ah9h,1,169187734,31.606704,306.155457,55.350907652,0.33535318187,305.879913,47.235353086,306.79364,33.618590213,305.349243,18.810703519,305.997986
Tc 8c 5d,AhTh,1,170021156,72.1323669,1259.53552,99.7796986,1.6602371048,1258.13135,61.990246183,1259.9425,28.167813558,1258.73767,8.1817031544,1259.47437
Tc 8c 5d,AhJh,1,172873625,35.0812495,338.958923,55.212062256,2.6805036726,336.842712,72.775869304,339.250854,21.889787436,338.253448,2.6538395876,338.902802
Tc 8c 5d,AhQh,1,171465016,37.1701181,316.173157,48.60634958,1.8017511987,314.791565,66.008565395,316.519043,29.746228953,315.495972,2.4434544532,316.085236
Tc 8c 5d,AhKh,1,171050984,38.1371677,325.415771,48.758699284,1.430441937,324.240784,48.740677544,325.930573,11.853695399,325.064911,37.97518512,324.908478
Tc 8c 5d,AhTs,0.0549999997,9299.35059,72.2554386,1266.30994,100.14549687,0,1265.19629,86.794893724,1266.49438,9.2718018438,1264.71777,3.9333044322,1265.9657
Tc 8c 5d,AhJs,0.720000029,123485023,34.9617064,328.629181,53.712510848,0,327.09729,39.168169794,328.947327,13.618510345,328.317688,47.213319861,328.454865
Tc 8c 5d,AhQs,1,170061172,37.0631427,305.641846,47.122955774,0,304.443085,22.129848374,305.850464,2.2098965703,305.424683,75.660255056,305.587128
Tc 8c 5d,AhKs,1,171230469,38.1491423,326.0448,48.837615488,1.1554534656,324.972412,47.021768184,326.591553,13.359611261,325.697113,38.46316709,325.528992
Tc 8c 5d,4s4c,0.00499999989,892.65741,40.7675505,513.032166,71.910437129,0,460.557617,0,464.418457,0,499.239899,100,513.032166
Tc 8c 5d,4s4d,0.00499999989,898.302612,37.7038777,430.401184,65.230302218,0,369.553833,0,381.557678,0,404.421753,100,430.401184
Tc 8c 5d,4s4h,0.00499999989,892.657227,37.7791882,418.785126,63.343284408,0,362.496094,0,371.137329,0,400.797882,100,418.785126
Tc 8c 5d,5s5c,0.0649999976,11701.7148,86.9440913,2814.69312,184.9919925,0,2794.7627,100,2814.69165,0,2808.9292,0,2758.3916
